azimuth,md (ft),tvd (ft),footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production,tc_number,op_number,date_sec
-36.91,13160,8731.0,4082.0,1042.7532,159.18,14,3616,33915.34,0.71,0.05,0.23,,4.46,0.49,11953.71,7115.81,30.65,4970.0,,67,21,6213921.0,2.97,922.6705347999999,8,11,1475280000
-32.369999,11210,6595.0,4365.0,1187.6318,0.43,18,8370,33492.45,0.65,0.05,0.26,,5.12,0.54,11958.81,6776.77,27.72,,7246.0,82,21,7980328.0,1.06,4620.614934,9,14,1477958400
-18.32,15187,9102.0,5963.0,1906.4178,12.93,8,0,34906.12,0.31,0.03,0.25,,4.57,0.63,11850.62,7098.2,31.07,6302.0,7006.0,71,30,3424036.0,1.01,2516.04819,7,11,1404172800
,12540,6575.0,5508.0,,2.34,19,7815,33131.2,0.29,,0.33,,4.68,0.62,13196.24,6988.52,31.04,4528.0,,83,18,7514996.0,1.12,662.9539522000001,8,4,1341100800
-31.35,16947,7676.0,8744.0,1473.2708,30.58,5,438,29852.84,0.06,0.03,0.34,,4.71,0.83,12969.47,6927.79,30.95,6189.0,,100,59,14618668.0,0.92,2650.049533,4,4,1435708800
-34.349998,13736,6600.0,6499.0,2604.1125,307.42,1,484,34589.6,0.55,0.01,0.34,,4.71,0.38,13462.05,6905.12,30.74,3833.0,7651.0,80,33,6979454.0,0.71,1587.049327,10,16,1530403200
-44.189999,10270,6263.0,3812.0,1507.9883,4.9,12,0,35210.29,0.54,0.02,0.21,0.76,4.75,0.41,13452.27,6795.38,26.47,4432.0,,91,24,10301531.0,1.27,1541.862095,12,25,1422748800
9.9799995,15160,7743.0,7167.0,1492.8489,0.78,10,0,34610.82,0.45,0.02,0.33,,4.73,0.6,13262.2,7026.82,31.1,,,98,19,7609006.0,1.25,1495.562704,12,4,1517443200
-5.96,14212,8178.0,5512.0,3847.2051,16.3,4,0,34675.16,0.01,0.02,0.25,,2.01,0.64,11168.53,6791.41,28.52,5774.0,,78,17,,0.47,1958.9389640000002,9,17,1341100800
-26.23,11955,7269.0,4436.0,1403.0681,4.86,7,0,34774.38,0.12,,0.24,0.96,4.52,0.57,11361.81,6789.11,27.81,,,99,20,8896262.0,1.55,3785.863215,2,6,1422748800
-54.5,10323,6571.0,3489.0,4989.8267,16.04,24,0,34782.05,0.43,0.02,0.33,,4.75,0.46,13188.1,7182.15,31.45,4171.0,,70,17,5071552.0,0.96,518.5701859000001,10,11,1359676800
-49.299999,17903,7787.0,9866.0,3806.5669,6.07,8,2385,34775.43,1.2,0.07,0.35,,5.08,0.93,12073.87,6411.02,,5675.0,,86,58,,0.9,2347.6194649999998,4,4,1454284800
-40.880001,11000,6217.0,4663.0,4690.1875,20.66,1,1791,32718.75,0.39,0.02,0.33,,4.72,0.58,13268.2,7001.02,31.04,4567.0,,79,19,5590514.0,1.07,245.22464169999998,8,23,1293840000
-46.360001000000004,12800,9022.0,2654.0,3547.989,1.29,31,14985,35039.79,0.56,0.04,0.26,,4.84,0.8,11836.17,7093.81,31.41,6194.0,,68,9,1358721.0,0.55,555.4331334999999,7,11,1356998400
,15111,6318.0,8372.0,,41.96,15,10042,33923.5,0.26,0.01,0.33,,4.78,0.52,13552.73,6998.7,30.93,,,78,32,11923180.0,1.24,1107.986767,8,1,1385856000
-13.13,13620,7745.0,5536.0,3057.3665,31.27,4,0,30102.8,0.3,0.02,0.26,,2.4,0.6,11131.11,6782.47,28.77,5866.0,,86,30,8991503.0,0.84,1038.619181,12,25,1388534400
-61.389998999999996,13565,5836.0,7602.0,1633.3925,0.46,8,3831,34198.38,0.5,0.02,0.33,0.85,4.9,0.53,13286.44,7014.33,31.03,4312.0,,82,32,,0.8,866.1471964,12,19,1404172800
-47.549999,13948,8123.0,5553.0,2650.5256,4.89,9,3073,34653.08,1.0,0.06,0.29,,5.95,0.44,11644.36,7034.93,31.58,6067.0,,84,14,4933661.0,1.31,1203.425998,1,20,1309478400
-57.98,12350,6634.0,5466.0,1055.963,65.03,2,5024,34805.43,0.56,0.01,0.33,0.86,4.79,0.42,13451.81,6932.67,30.82,4940.0,,98,24,7147026.0,0.89,1397.143066,10,4,1441065600
-28.23,17275,6408.0,10598.0,3292.4211,22.69,7,3927,34634.34,1.16,0.05,0.34,,3.74,1.71,12509.37,6576.96,29.96,4922.0,,72,71,15349165.0,0.91,2901.399644,3,5,1459468800
-11.23,13591,7599.0,4759.0,4637.3706,5.1,6,0,32095.76,0.57,0.03,0.33,0.85,4.63,0.46,12889.83,7136.86,31.54,5295.0,5678.0,70,24,4731106.0,1.41,1397.743905,1,11,1464739200
-1.1,16188,7040.0,8898.0,1592.8087,29.11,7,4437,27888.26,1.05,0.05,0.34,,3.82,1.63,12585.78,6570.42,29.93,4284.0,,80,43,4863200.0,0.94,1720.426026,17,16,1498867200
,14342,6371.0,7562.0,1932.4644,18.15,8,0,34719.56,0.63,0.01,0.33,,4.93,0.45,13486.3,6960.06,30.88,4044.0,,77,38,15242850.0,1.17,2289.686636,9,5,1546300800
12.96,12200,7520.0,4184.0,1290.8907,10.55,9,1742,35169.83,0.63,0.02,0.27,,4.12,0.54,11185.33,6775.93,28.77,5837.0,,89,16,,2.4,3417.6860560000005,10,25,1341100800
-72.230003,13945,8016.0,4840.0,1253.2977,19.44,13,6271,34680.61,0.89,,0.33,,4.64,0.94,12940.17,7418.72,33.1,6396.0,9128.0,79,17,4800144.0,0.93,953.7184041000002,1,33,1372636800
-26.780001000000002,17713,8394.0,9207.0,1244.8481,1.49,24,2516,34661.95,0.72,0.06,0.22,0.84,2.51,0.53,12088.5,6810.84,28.23,6476.0,,89,65,24405690.0,1.74,5258.248058,9,6,1504224000
-65.199997,11609,5916.0,5288.0,,6.03,6,0,34773.26,0.56,0.01,0.33,0.78,4.75,0.4,13457.7,6923.45,30.79,4191.0,,84,22,7576739.0,0.72,527.7962332,4,19,1496275200
-43.029999,18919,7899.0,10351.0,3501.4709,115.46,2,7579,30979.92,0.54,0.01,0.33,0.86,4.83,0.42,13453.26,6933.44,30.81,5925.0,7410.0,80,52,18151500.0,1.07,2109.53482,17,12,1535760000
-34.32,14716,8642.0,5824.0,3160.4092,5.31,21,0,35215.04,1.15,0.08,0.21,,2.94,0.46,11812.77,6816.2,28.0,5827.0,,73,24,11585522.0,1.38,3078.0573440000003,8,6,1388534400
-25.370001000000002,12148,5868.0,6030.0,1841.3995,0.96,4,0,30817.54,0.53,,0.33,,4.78,0.41,13451.61,6934.0,30.82,4102.0,6024.0,94,28,11245612.0,1.02,908.3133943,1,11,1506816000
-13.98,16913,8780.0,7705.0,900.8363,8.39,6,0,34700.6,0.35,0.03,0.25,0.97,4.61,0.62,11838.53,7095.44,31.08,6017.0,,71,40,4578652.0,1.03,3753.75364,9,11,1433116800
-22.1,17682,6753.0,10679.0,,10.2,5,4320,34671.63,0.26,0.01,0.33,,4.68,0.61,13255.15,6964.58,30.96,5176.0,8867.0,96,55,16368358.0,0.92,1770.1168670000002,16,4,1435708800
-70.739998,11019,6515.0,3571.0,4166.6694,1.7,9,5592,34895.95,0.37,0.02,0.33,,4.77,0.44,13229.74,7173.83,31.42,3705.0,,69,12,3618407.0,0.92,340.3033477,1,11,1333238400
-32.650002,16000,7493.0,7922.0,452.8295,6.6,9,0,34850.7,1.23,0.04,0.32,0.82,4.86,0.95,12595.56,7452.86,32.87,5541.0,6455.0,86,28,,0.44,1123.177268,5,8,1341100800
-40.810001,17253,6811.0,10147.0,645.08032,3.75,13,0,34601.01,1.21,0.05,0.31,,4.76,0.45,12628.75,6759.13,,4923.0,,97,27,20012994.0,1.59,2707.71086,9,1,1459468800
-8.819999699999999,14328,8640.0,5480.0,,15.28,2,2721,34850.7,0.93,0.05,0.29,0.33,4.22,0.66,11806.83,7088.34,31.83,6162.0,,71,17,6958081.0,1.23,1536.8946740000001,7,11,1320105600
-15.95,16753,6103.0,10153.0,2925.3938,525.5,1,4768,34779.81,0.3,0.01,0.33,0.84,4.84,0.54,13355.79,7119.13,31.26,4261.0,,37,40,14720418.0,1.27,1071.104173,8,1,1420070400
16.24,12425,8961.0,2423.0,993.44464,37.23,8,3651,34589.6,0.31,0.02,0.26,,4.37,0.68,11855.48,7095.21,31.29,,,69,10,1228056.0,0.57,1593.2997779999998,7,11,1359676800
-41.25,14296,7626.0,6297.0,4052.1416,22.23,5,3462,34289.8,0.52,0.03,0.33,0.86,4.69,0.52,12821.43,7140.64,31.61,5383.0,,98,33,14598441.0,1.46,2624.514598,12,4,1525132800
-31.74,12630,6936.0,5353.0,3892.6096,38.23,13,6264,35097.07,1.07,0.03,0.29,,4.76,0.45,11837.54,6766.12,28.63,5128.0,,81,30,,1.06,5580.788188,11,14,1443657600
-43.099998,17390,7325.0,9425.0,2511.2312,17.24,2,5227,33244.59,0.3,0.01,0.33,0.85,4.69,0.6,13252.12,6966.27,30.96,5504.0,,92,39,14981811.0,1.63,8526.300624,1,6,1543622400
-15.98,19905,5602.0,13209.0,2242.8591,32.55,3,3779,34358.96,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,,,99,27,,1.33,1140.2748179999999,12,8,1488326400
-54.57,13517,6297.0,6970.0,1586.9873,5.85,5,3278,33424.88,0.47,,0.33,,4.68,0.59,13214.46,7040.7,31.16,,5933.0,99,15,9659354.0,1.47,1580.059715,4,1,1404172800
-36.07,15998,6156.0,9510.0,1459.3691,31.14,3,4184,34207.25,0.31,0.02,0.33,0.87,4.67,0.62,13194.92,6992.86,31.05,4274.0,,95,47,12339629.0,1.25,1163.827045,4,7,1491004800
-30.25,16545,7935.0,7885.0,1488.7592,5.58,8,0,31386.11,0.05,0.02,0.34,,4.6,0.73,13166.28,6894.45,30.77,5866.0,9079.0,90,52,10443903.0,0.86,2918.4466199999997,16,4,1422748800
,13464,7182.0,5911.0,1467.8705,2.17,28,16451,34853.53,0.92,,0.21,0.64,4.75,0.68,11027.84,6805.19,27.36,5286.0,,96,24,,2.11,2951.680889,8,6,1480550400
19.969998999999998,9034,5879.0,3085.0,1542.1989,502.4,1,363,34732.74,0.44,0.02,0.29,,4.63,0.58,13191.99,6968.56,30.95,4723.0,,15,11,4913642.0,1.16,486.97873939999994,5,34,1356998400
-7.75,13023,7260.0,5420.0,512.48492,2.26,6,4724,34521.71,0.56,0.03,0.33,0.79,4.58,0.5,13052.83,7102.99,31.36,4671.0,7165.0,69,27,7804971.0,0.79,887.8860576,5,11,1425168000
-76.889999,9936,5945.0,3412.0,1422.9575,41.92,7,0,34579.82,0.44,0.02,0.33,0.86,4.67,0.59,13187.58,7039.6,31.16,4517.0,,80,13,4280864.0,0.77,384.7922216,12,19,1372636800
,10633,6259.0,4124.0,844.6967199999999,1.27,19,7462,33858.07,0.44,0.02,0.33,0.85,4.68,0.59,13206.37,7037.54,31.15,4702.0,,100,19,7800685.0,1.13,1165.132832,12,22,1388534400
-12.12,12243,6549.0,5408.0,1809.4129999999998,5.63,4,3421,34952.24,0.23,0.01,0.24,,5.09,0.39,12337.41,6785.76,27.28,4270.0,,73,10,,1.17,1421.4598429999999,8,6,1333238400
-47.02,12946,8951.0,3216.0,2123.9268,0.44,14,3852,34833.35,0.52,0.02,0.33,,4.44,0.27,13487.18,6854.06,30.59,5937.0,,75,9,1089553.0,0.69,620.7363435,7,11,1346457600
-41.77,13910,5583.0,7648.0,1015.6231,17.59,9,0,34634.34,0.81,0.07,0.19,,5.3,0.58,12618.0,7056.13,27.95,3432.0,,91,21,7185740.0,1.25,1057.711486,13,15,1372636800
-39.529999,13932,7785.0,5567.0,1417.285,4.61,5,3297,34735.2,0.17,0.02,0.33,0.9,4.68,0.74,12989.04,6996.36,31.15,4687.0,,101,28,12646536.0,1.5,2580.769723,12,4,1535760000
-2.1300001,11600,7660.0,3603.0,913.85675,67.89,9,0,34594.44,0.61,0.01,0.28,,3.21,0.55,11230.72,6775.75,28.98,5708.0,,90,20,5740858.0,0.86,1073.552287,1,25,1398902400
-49.82,8765,6609.0,1776.0,4918.9009,563.81,1,12780,30206.05,0.2,0.03,0.25,,5.14,0.62,11875.97,6781.64,27.63,4577.0,6486.0,81,11,4047350.0,1.05,2088.3645100000003,29,14,1335830400
-12.52,13606,7773.0,5100.0,1187.0448,11.93,11,4910,33268.11,0.84,0.06,0.22,,2.95,0.48,11811.83,6809.81,28.05,6006.0,,85,19,7612057.0,1.5,2599.215673,9,6,1504224000
-41.650002,12658,7429.0,4894.0,552.74451,14.49,17,3392,34601.01,0.42,0.02,0.33,,4.69,0.59,13230.23,7017.28,31.09,5473.0,,97,33,6601325.0,1.05,1004.3711519999999,5,18,1425168000
-41.27,17418,,10288.0,2214.208,2.46,21,4023,34634.34,0.76,0.02,0.34,,5.78,0.2,13700.52,6893.03,30.67,4685.0,,89,43,20374586.0,1.04,1914.974287,1,8,1441065600
-41.09,16155,6160.0,9750.0,2751.2017,123.92,2,6089,35504.02,0.26,0.01,0.29,,4.68,0.62,13263.35,6960.29,30.94,4358.0,,96,51,19898312.0,1.2,1578.3139039999999,2,7,1435708800
-18.969998999999998,12560,7350.0,4888.0,3985.7939,1.84,10,3831,34731.08,1.28,0.06,0.34,,4.27,1.77,12253.15,6432.73,29.63,5219.0,6132.0,77,24,12470437.0,1.2,1832.65429,1,5,1485907200
-23.5,12437,8148.0,4493.0,2399.5017,3.31,6,0,35063.55,1.42,0.05,0.23,,4.06,0.45,12193.38,6815.48,27.77,4230.0,,98,9,5510162.0,1.32,1538.4648439999999,11,6,1372636800
-31.68,16533,8418.0,7776.0,2457.5232,14.99,7,4703,34365.49,0.94,0.05,0.27,,4.85,0.5,11581.41,7045.97,31.2,5975.0,,91,37,,1.08,797.8451085,12,9,1404172800
-35.02,12576,6721.0,5565.0,3115.2761,53.02,19,0,35140.32,0.56,0.02,0.34,0.85,4.5,0.28,13500.49,6877.83,30.66,4546.0,,101,18,6164748.0,0.93,2084.930986,4,1,1372636800
-31.129998999999998,16055,6459.0,9241.0,4044.5259,45.08,3,3057,34807.8,1.38,0.05,0.34,,3.65,1.88,12357.45,6532.9,29.89,4242.0,5282.0,76,46,763879.0,0.04,2309.86577,9,5,1525132800
-13.62,12902,6381.0,5497.0,,29.56,14,5788,27092.15,0.98,0.03,0.22,0.56,4.77,0.7,11366.32,6785.4,26.61,9295.0,,50,12,5935884.0,1.23,723.0671563999999,11,6,1335830400
-54.529999,12564,6335.0,5588.0,4083.3865,28.99,7,0,31415.37,0.31,0.02,0.33,,4.67,0.62,13196.83,6994.84,31.06,4979.0,,98,22,10151674.0,0.91,478.9361715,8,26,1483228800
-66.41999799999999,9800,6085.0,3355.0,1955.4047,0.89,6,6372,34824.22,0.26,0.02,0.33,,4.68,0.61,13247.61,6954.64,30.93,3802.0,,69,9,2761486.0,1.08,199.97080259999998,10,11,1325376000
13.46,16540,7540.0,8750.0,2140.6873,73.38,7,2299,28881.88,0.81,0.05,0.34,0.52,,1.02,12993.35,6612.42,29.97,4566.0,,100,37,16657230.0,1.36,2893.163534,4,4,1504224000
-58.369999,12492,8428.0,3685.0,934.5148300000001,7.58,15,0,34553.94,0.27,0.03,0.33,0.98,5.18,0.91,13073.99,6984.95,31.69,5638.0,9481.0,85,9,2739042.0,0.78,584.9642686000001,12,26,1341100800
-55.110001000000004,11086,5493.0,5343.0,3815.1475,1.65,17,8537,33749.47,0.55,,0.34,0.87,4.71,0.38,13462.05,6905.12,30.74,4170.0,,101,28,12576111.0,1.12,880.6321287000001,12,22,1535760000
-20.799999,21040,,13989.0,2213.1318,3.41,8,2077,34724.5,0.47,0.02,0.33,,4.64,0.57,13168.79,7058.84,31.22,4862.0,,77,70,28314020.0,1.07,4679.726254,5,5,1522540800
-13.68,13931,7089.0,6501.0,894.92255,0.41,7,0,31181.42,1.3,0.07,0.34,0.42,4.28,1.83,12157.02,6409.2,29.6,,,64,32,6480177.0,0.76,1520.400136,3,5,1417392000
-34.82,11340,6961.0,3999.0,2131.3936,3.78,8,1775,30761.22,0.49,0.02,0.33,0.87,4.66,0.59,13170.5,7029.04,31.13,4985.0,,99,19,7689927.0,1.38,2178.56896,1,1,1506816000
-25.91,17864,8893.0,8721.0,416.90167,13.17,6,0,27750.89,1.15,0.08,0.21,0.73,2.84,0.45,11864.68,6817.09,28.04,4427.0,,77,29,14932883.0,1.71,1513.957944,9,6,1541030400
-43.18,17073,6298.0,10525.0,,30.56,3,0,35185.98,0.44,0.02,0.33,,4.71,0.56,13320.35,6961.99,30.94,4848.0,,66,41,16345489.0,2.1,1673.6605789999999,3,15,1501545600
-35.330002,11495,6744.0,4324.0,,8.81,15,7417,34726.36,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,4376.0,,83,15,5950557.0,1.13,477.6019857,8,4,1341100800
-25.950001,19143,7445.0,11448.0,,14.94,6,0,34773.26,0.6,0.04,0.33,,4.75,0.45,12764.1,7179.85,31.72,5678.0,,98,72,24952536.0,1.05,5059.138365999999,10,4,1512086400
-17.85,13811,5996.0,6947.0,631.27002,16.75,5,3462,34391.15,0.52,0.02,0.27,,4.44,0.27,13487.18,6854.06,30.59,4166.0,,93,36,9055875.0,1.09,1228.3968380000001,4,7,1464739200
-53.900002,13836,8090.0,5225.0,1774.6006,4.37,10,3582,33042.41,1.11,0.05,0.32,,5.46,0.83,12633.21,7381.92,32.72,5248.0,,93,15,4992974.0,0.8,722.1376347,1,26,1372636800
-27.120001000000002,10760,6485.0,3673.0,4254.8628,4.07,10,0,35207.9,0.34,0.02,0.33,0.75,4.8,0.49,13260.29,7158.92,31.37,4328.0,6074.0,69,18,9034532.0,1.33,749.6986084,10,11,1343779200
-14.69,14678,8426.0,6362.0,2946.9929,13.74,19,2288,34594.44,1.41,0.08,0.22,,4.03,0.49,12188.09,6822.02,27.83,5050.0,9238.0,83,9,7871139.0,1.41,2193.232518,8,6,1356998400
-42.59,11210,6356.0,4390.0,3572.7239,10.24,6,0,30584.51,0.4,0.02,0.21,,4.58,0.44,14501.58,6794.11,26.11,4861.0,8936.0,108,12,7179316.0,1.94,1400.621177,2,2,1388534400
-25.559998999999998,11463,8096.0,2897.0,1068.6906,22.62,8,3661,34789.16,0.9,0.06,0.31,,,0.3,13096.09,7018.67,31.74,6139.0,,83,14,5509186.0,1.21,577.6465883999999,12,19,1356998400
,16207,5979.0,9848.0,,30.53,8,0,35224.25,0.06,0.02,0.34,,4.61,0.73,13170.64,6895.76,30.78,,,79,39,15216418.0,1.22,650.5596196,8,1,1412121600
-39.84,16010,6298.0,9258.0,843.7299800000001,154.54,3,7109,32081.61,0.27,0.02,0.33,,4.68,0.63,13220.38,6970.94,30.98,4115.0,,90,45,17972466.0,1.3,1498.558974,12,8,1493596800
-50.049999,14565,7898.0,6439.0,3302.4597,8.3,12,0,34798.83,0.86,0.04,0.34,,4.21,0.12,13544.72,6819.87,30.49,4798.0,,99,32,8555328.0,0.89,2683.929989,2,4,1456790400
-16.93,11638,5826.0,5419.0,4213.7256,11.76,7,0,35153.19,0.06,0.02,0.33,,4.61,0.73,13169.32,6894.85,30.77,4398.0,,87,11,6950679.0,1.48,569.479928,10,1,1372636800
-22.540001,15675,5838.0,9587.0,3400.9429,4.89,8,0,34782.05,0.48,,0.33,,4.65,0.58,13166.54,7031.03,31.14,4352.0,8493.0,97,65,31351924.0,1.55,1670.524978,1,1,1522540800
-39.209998999999996,10252,6521.0,3405.0,,14.96,11,6808,35185.86,0.76,,0.2,,4.47,0.54,12754.05,6799.38,26.26,4344.0,,95,13,6325061.0,0.94,1095.449116,4,1,1330560000
-28.42,12365,6542.0,4826.0,,21.46,6,5596,34814.07,0.53,0.01,0.21,0.69,4.4,0.5,13677.51,6796.9,26.13,4489.0,,100,13,4420013.0,0.75,1194.928296,4,1,1325376000
13.92,12933,6417.0,6266.0,4512.0156,2.98,2,2498,28842.14,0.33,0.02,0.24,0.87,5.13,0.47,12472.76,6782.91,27.29,,,109,30,15120755.0,1.19,3986.5181509999998,4,14,1509494400
-38.27,11599,6220.0,4972.0,3459.4055,6.46,8,8133,29025.97,1.05,,0.2,,4.64,0.62,11685.11,6802.88,26.5,4027.0,,77,10,6564580.0,1.34,1093.86027,10,6,1333238400
-40.049999,14525,8155.0,5513.0,837.61316,55.86,5,4309,30717.19,1.23,0.08,0.21,0.84,,0.46,11631.22,6815.16,27.87,5957.0,9088.0,95,17,9018672.0,2.1,3625.455749,8,6,1396310400
-39.740002000000004,10873,6682.0,3981.0,1037.9181,1.02,7,5011,31605.24,0.46,0.02,0.33,,4.79,0.64,13300.4,7090.48,31.22,3942.0,6386.0,70,20,,0.86,920.0849635,10,11,1372636800
-40.119999,12556,8685.0,3681.0,,30.42,13,0,35249.91,0.87,0.05,0.32,,5.54,0.79,12484.97,7092.76,32.41,5572.0,,71,19,,1.09,710.6789204,7,11,1451606400
-50.639998999999996,13514,7719.0,5003.0,2775.3516,14.02,8,0,34779.81,1.21,0.07,0.35,0.44,5.07,0.93,12080.44,6411.9,29.42,5883.0,9081.0,97,34,8526570.0,0.96,1074.845492,4,4,1454284800
-40.439999,15974,7437.0,8272.0,2209.3396,21.42,18,0,35053.87,0.6,0.01,0.33,,4.87,0.45,13460.44,6953.45,30.87,4853.0,,91,42,,1.56,5450.431436999999,3,8,1535760000
-14.86,11790,6277.0,5354.0,3984.4895,20.82,7,1204,34726.36,1.3,0.11,0.2,,6.71,0.44,12027.24,6979.02,27.9,4791.0,,108,14,8810000.0,2.39,1102.291351,2,2,1435708800
-39.549999,13708,7065.0,6276.0,2172.7048,0.14,3,0,29434.38,0.43,0.01,0.34,0.84,,0.57,13599.66,6944.12,30.83,4608.0,,95,28,15695820.0,1.61,2895.539092,4,8,1546300800
-26.0,15788,7337.0,8201.0,,292.35,1,4899,34736.92,1.51,0.02,0.24,,4.02,0.48,12143.75,6853.13,28.37,4832.0,,93,17,5157341.0,1.29,1308.414304,12,25,1506816000
-25.379998999999998,9690,,2878.0,2162.9424,505.44,1,3601,34486.48,0.59,0.02,0.33,,,0.31,13507.64,6877.28,30.66,,,89,13,,2.74,1098.965941,1,25,1372636800
-47.18,11558,6239.0,4747.0,1653.9868,49.1,2,0,30710.84,0.18,0.01,0.33,,4.86,0.52,13509.16,7034.71,31.02,4557.0,,80,12,6910380.0,1.37,459.61687479999995,8,1,1370044800
-51.02,10104,6340.0,3457.0,,2.78,2,0,34669.05,0.46,0.02,0.34,0.88,4.68,0.59,13210.48,7036.46,31.15,4206.0,,70,17,,0.97,399.32565689999996,10,11,1362096000
-14.43,14404,6437.0,7020.0,1152.5765,34.4,9,0,35167.84,0.68,,0.33,,5.08,0.4,13595.4,6955.35,30.83,4491.0,,97,34,14222506.0,1.32,3861.74333,1,1,1477958400
-46.950001,15300,6608.0,7971.0,,6.24,16,12479,34546.34,1.08,0.05,0.28,,4.99,0.44,12239.85,6766.13,28.21,5242.0,,100,30,14755076.0,1.33,3297.806742,4,1,1404172800
-31.879998999999998,16880,8237.0,7903.0,4689.2495,36.11,1,1709,34869.13,0.47,0.02,0.34,,4.66,0.58,13192.18,7046.91,31.18,4936.0,,90,19,7225646.0,1.52,1811.057734,19,20,1388534400
-42.549999,12056,8052.0,3875.0,936.35461,0.68,25,10641,34583.67,0.5,0.02,0.34,0.82,4.83,0.56,13280.73,7014.03,31.04,4753.0,,89,22,16650056.0,1.77,3360.831304,1,25,1388534400
-55.18,13530,7501.0,5842.0,4444.8628,7.79,4,2952,31810.16,0.43,0.02,0.33,,4.72,0.59,13263.02,7033.37,31.11,5462.0,,85,19,8084800.0,1.28,1575.182337,17,4,1438387200
-10.25,15274,6704.0,8000.0,1501.6609,38.96,12,5146,34634.34,1.34,,0.34,,3.86,1.96,12302.62,6481.89,29.77,3835.0,6340.0,74,40,20338004.0,1.18,2308.819496,5,5,1522540800
-15.41,18014,6624.0,10892.0,740.20099,9.54,10,0,34833.46,0.48,0.03,0.33,0.83,4.64,0.57,13158.92,7055.89,31.21,5080.0,6111.0,75,55,22644300.0,1.08,3514.7924590000002,5,5,1522540800
-48.349998,11124,6359.0,4303.0,1641.0939,149.15,7,9824,32959.93,0.7,0.03,0.21,,4.63,0.48,12967.28,6798.5,26.41,4819.0,6368.0,96,15,,1.59,2082.751016,4,1,1356998400
-65.58000200000001,10660,7767.0,2157.0,1983.3225,10.06,4,3622,33162.72,0.31,0.02,0.33,,4.69,0.6,13243.55,6978.18,30.99,5598.0,9417.0,78,12,,0.28,552.3436755,5,8,1309478400
-7.389999900000001,15325,8629.0,6446.0,2299.4175,18.01,4,4058,35072.44,1.32,0.08,0.22,0.62,3.89,0.47,12187.75,6827.5,28.05,,8828.0,90,38,13990954.0,1.33,5128.058548,12,25,1496275200
-30.15,13426,6447.0,6172.0,2061.1521,1.7,11,4990,34802.83,1.09,0.05,0.29,,5.02,0.44,12427.77,6765.34,28.13,4921.0,7002.0,92,29,11674356.0,1.21,3567.2443399999997,3,1,1480550400
-22.25,14410,8246.0,5586.0,,2.39,9,6481,34575.56,0.98,0.06,0.3,,4.85,0.72,11959.51,7084.24,32.05,,,82,10,5107177.0,1.53,1209.5199630000002,1,20,1341100800
-20.6,12251,7784.0,3543.5,4286.8491,127.55,1,3518,34610.73,0.23,0.01,0.34,,4.65,0.55,13338.95,6909.95,30.78,5551.0,8933.0,99,25,,1.03,1772.4156469999998,10,4,1443657600
-11.56,9615,5896.0,3288.0,1746.6382,1.68,3,3149,28993.29,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,31.02,4276.0,,85,15,4299178.0,0.94,159.10770109999999,6,19,1404172800
-69.25,14028,8773.0,5112.0,1106.9064,95.21,2,5360,34744.92,0.77,0.05,0.28,,4.22,0.65,11792.44,7090.16,31.62,6669.0,,84,13,4487940.0,1.33,1006.520475,2,20,1309478400
-71.199997,13796,8218.0,5129.0,2428.5789,44.02,1,2386,35169.83,1.13,0.05,0.32,,5.61,0.85,12753.31,7384.06,32.84,5876.0,9259.0,99,17,5040985.0,0.85,1412.819209,1,26,1372636800
-51.959998999999996,13963,8006.0,5586.0,,42.62,5,0,34601.01,0.96,,0.3,,5.99,0.43,11761.44,7040.53,31.68,5568.0,,80,15,3224820.0,0.76,1185.096113,1,20,1293840000
,16352,6554.0,9013.0,1214.6519,0.76,29,4384,35039.79,1.25,,0.34,,3.68,1.72,12466.27,6576.71,29.97,3765.0,,76,46,18405130.0,1.17,2420.192905,9,5,1530403200
,18070,6054.0,11348.0,2949.4590000000003,2.91,6,0,34714.74,0.57,0.02,0.3,,4.63,0.35,13484.98,6906.2,30.74,4312.0,,100,57,25425682.0,1.41,3685.498645,3,1,1488326400
-28.65,13099,6491.0,5911.0,3544.7866,9.93,4,0,30172.33,0.44,,0.33,,4.71,0.56,13320.35,6961.99,30.94,4775.0,,98,23,11343385.0,0.94,542.3071432999999,8,26,1483228800
-57.889998999999996,13075,7105.0,4814.0,2975.717,8.68,6,4740,34663.15,1.24,,0.32,0.68,4.32,0.48,12895.77,6755.2,29.47,5455.0,,80,24,9124783.0,1.06,1752.977404,11,14,1456790400
-21.75,16516,8572.0,7700.0,,6.25,4,0,34726.36,0.92,0.05,0.29,,4.29,0.49,11744.51,7076.2,31.78,,11116.0,90,27,9935200.0,1.1,1968.0861960000002,1,9,1341100800
-47.700001,16645,6891.0,9358.0,,10.38,7,3011,34173.46,0.62,0.02,0.33,,5.17,0.41,13599.92,6955.84,30.84,4420.0,,77,38,17953364.0,0.93,1751.0082079999997,1,13,1430438400
